idd_cus_customer,first_name,last_name,gender,city,segment,d_created,country,d_birth_date,age_years,age_group
100585,Dace,Berzins,M,Daugavpils,Retail,2017-05-01,LV,1944-01-03,81,65+
100586,Marta,Kalejs,M,Ventspils,Retail,2020-08-31,LV,1996-04-22,29,25-34
100587,Andris,Berzins,F,Ogre,Retail,2023-01-22,LV,1956-10-19,69,65+
100588,Liga,Liepa,F,Jurmala,Retail,2023-11-02,LV,1986-01-25,39,35-44
100589,Elina,Kalejs,M,Cesis,Retail,2022-10-10,LV,1962-11-27,63,55-64
100590,Aleksandrs,Kalejs,F,Valmiera,Corporate,2017-07-14,LV,1953-05-19,72,65+
100591,Liga,Berzins,M,Cesis,Retail,2025-04-25,LV,2005-01-25,20,18-24
100592,Ilze,Kalnina,F,Valmiera,Retail,2023-10-09,LV,1990-03-16,35,35-44
100593,Marta,Upenieks,F,Ventspils,Retail,2017-05-18,LV,1977-09-21,48,45-54
100594,Roberts,Krastins,M,Liepaja,Retail,2020-07-30,LV,2003-08-09,22,18-24
100595,Laura,Berzins,M,Valmiera,SME,2025-06-06,LV,1977-03-19,48,45-54
100596,Rihards,Vilsons,M,Ventspils,Retail,2020-06-02,LV,1989-07-21,36,35-44
100597,Maija,Kalnina,F,Ventspils,Retail,2017-10-06,LV,1969-08-03,56,55-64
100598,Laura,Vilsons,M,Liepaja,Retail,2021-09-07,LV,1990-08-12,35,35-44
100599,Laura,Upenieks,F,Jelgava,Retail,2025-06-27,LV,2002-07-11,23,18-24
100600,Dace,Liepa,M,Cesis,Retail,2020-02-03,LV,1991-06-22,34,25-34
100601,Janis,Kreicbergs,F,Riga,Retail,2025-02-06,LV,1977-02-28,48,45-54
100602,Laura,Upenieks,F,Riga,Retail,2020-09-21,LV,1969-03-11,56,55-64
100603,Liga,Sproge,M,Jurmala,Retail,2023-08-19,LV,1990-07-23,35,35-44
100604,Roberts,Eglitis,F,Jurmala,Retail,2023-09-03,LV,1944-08-10,81,65+
100605,Roberts,Kalnina,F,Riga,SME,2024-01-21,LV,1968-11-13,57,55-64
100606,Maija,Liepa,M,Daugavpils,Retail,2023-05-02,LV,1943-09-02,82,65+
100607,Kristaps,Sproge,F,Riga,Retail,2024-07-29,LV,1949-08-03,76,65+
100608,Maija,Abele,M,Jurmala,Retail,2020-02-06,LV,1995-06-09,30,25-34
100609,Liga,Liepa,M,Ogre,SME,2023-01-29,LV,1956-06-04,69,65+
100610,Rihards,Berzins,M,Jurmala,Retail,2015-04-14,LV,1956-07-28,69,65+
100611,Kristaps,Ezerina,M,Daugavpils,Retail,2021-04-07,LV,1973-09-27,52,45-54
100612,Kristaps,Berzins,F,Cesis,Retail,2020-08-20,LV,1945-01-22,80,65+
100613,Elina,Upenieks,F,Riga,Retail,2016-11-12,LV,1992-09-15,33,25-34
100614,Elina,Eglitis,F,Liepaja,Retail,2022-02-01,LV,2005-07-02,20,18-24
100615,Anna,Liepa,M,Ogre,Retail,2024-12-05,LV,1982-04-17,43,35-44
100616,Aleksandrs,Krastins,F,Ventspils,Retail,2020-03-26,LV,1962-06-20,63,55-64
100617,Aleksandrs,Ozolins,F,Daugavpils,Retail,2015-06-15,LV,1994-08-21,31,25-34
100618,Karlis,Kreicbergs,M,Jurmala,Retail,2025-02-26,LV,1955-08-25,70,65+
100619,Andris,Upenieks,M,Liepaja,Retail,2023-01-28,LV,1947-01-07,78,65+
100620,Janis,Berzins,F,Valmiera,Retail,2019-07-08,LV,1943-05-18,82,65+
100621,Aleksandrs,Eglitis,M,Jelgava,Retail,2024-11-03,LV,1943-03-10,82,65+
100622,Elina,Kreicbergs,M,Riga,Retail,2024-10-29,LV,1995-08-23,30,25-34
100623,Anna,Liepa,M,Jelgava,Retail,2018-11-14,LV,1964-08-04,61,55-64
100624,Laura,Krastins,M,Daugavpils,Retail,2015-11-16,LV,2006-01-21,19,18-24
100625,Anna,Liepa,F,Valmiera,Retail,2024-12-04,LV,2006-10-26,19,18-24
100626,Laura,Kalejs,M,Valmiera,Retail,2023-03-05,LV,1966-04-23,59,55-64
100627,Rihards,Eglitis,M,Valmiera,Retail,2017-11-25,LV,1971-03-10,54,45-54
100628,Rihards,Sproge,M,Ventspils,Retail,2023-12-02,LV,1989-09-01,36,35-44
100629,Kristaps,Berzins,M,Daugavpils,Retail,2021-06-20,LV,2000-09-14,25,25-34
100630,Karlis,Krastins,M,Cesis,Retail,2017-07-07,LV,1990-02-08,35,35-44
100631,Andris,Ozolins,M,Jelgava,Retail,2019-02-13,LV,1958-02-15,67,65+
100632,Maija,Liepa,M,Cesis,Retail,2015-07-16,LV,1960-02-21,65,65+
100633,Janis,Ozolins,M,Liepaja,Retail,2024-09-27,LV,1944-03-16,81,65+
100634,Liga,Liepa,F,Ogre,Retail,2016-11-13,LV,1981-12-10,44,35-44
100635,Kristaps,Berzins,M,Ogre,Retail,2018-03-31,LV,2000-09-23,25,25-34
100636,Maija,Kreicbergs,F,Cesis,SME,2015-04-28,LV,1961-05-14,64,55-64
100637,Aleksandrs,Jansons,M,Riga,SME,2022-07-03,LV,1960-08-16,65,65+
100638,Karlis,Kreicbergs,M,Liepaja,Retail,2020-05-03,LV,1940-04-15,85,65+
100639,Kristaps,Liepa,M,Daugavpils,Retail,2022-02-15,LV,1944-09-05,81,65+
100640,Marta,Vilsons,M,Jurmala,Retail,2017-07-29,LV,1951-07-07,74,65+
100641,Aleksandrs,Ezerina,F,Ogre,Retail,2022-01-10,LV,1985-10-17,40,35-44
100642,Maija,Lacis,M,Jurmala,Retail,2018-06-20,LV,1973-12-05,52,45-54
100643,Janis,Jansons,M,Liepaja,Retail,2021-12-24,LV,1988-02-09,37,35-44
100644,Liga,Sproge,F,Jelgava,Retail,2023-07-16,LV,1984-07-11,41,35-44
100645,Maija,Jansons,F,Ogre,Retail,2025-05-27,LV,1966-09-09,59,55-64
100646,Laura,Ezerina,M,Riga,Retail,2023-01-09,LV,1965-01-10,60,55-64
100647,Rihards,Ozolins,F,Riga,Retail,2016-01-23,LV,1986-12-10,39,35-44
100648,Kristaps,Eglitis,F,Valmiera,Retail,2017-05-08,LV,1995-10-19,30,25-34
100649,Kristaps,Ozolins,F,Ventspils,Retail,2023-10-28,LV,2002-11-16,23,18-24
100650,Liga,Upenieks,M,Liepaja,Retail,2018-07-12,LV,1987-03-15,38,35-44
100651,Roberts,Ozolins,M,Ogre,Retail,2024-07-17,LV,2000-09-16,25,25-34
100652,Janis,Sproge,M,Ventspils,Retail,2020-07-12,LV,1965-06-11,60,55-64
100653,Ilze,Vilsons,F,Liepaja,Corporate,2023-02-20,LV,1975-09-25,50,45-54
100654,Aleksandrs,Kreicbergs,M,Cesis,Retail,2023-12-10,LV,1940-09-13,85,65+
100655,Anna,Kreicbergs,F,Daugavpils,Corporate,2021-05-30,LV,1947-08-11,78,65+
100656,Liga,Lacis,M,Daugavpils,Corporate,2020-05-03,LV,1991-04-23,34,25-34
100657,Janis,Abele,M,Valmiera,Retail,2017-12-12,LV,1986-04-19,39,35-44
100658,Anna,Liepa,F,Valmiera,Retail,2022-10-27,LV,1995-07-08,30,25-34
100659,Janis,Vilsons,M,Daugavpils,Retail,2024-01-26,LV,1953-07-02,72,65+
100660,Janis,Abele,F,Jelgava,SME,2020-10-28,LV,1967-06-24,58,55-64
100661,Maija,Ezerina,F,Ogre,Retail,2024-04-17,LV,1941-08-23,84,65+
100662,Andris,Upenieks,M,Daugavpils,Retail,2021-01-10,LV,1965-07-13,60,55-64
100663,Laura,Berzins,F,Jelgava,Retail,2019-07-01,LV,1953-11-26,72,65+
100664,Janis,Ezerina,M,Ventspils,Retail,2025-05-18,LV,1998-11-05,27,25-34
100665,Andris,Liepa,M,Jelgava,Retail,2023-03-28,LV,1995-08-02,30,25-34
100666,Roberts,Liepa,F,Ventspils,Retail,2018-04-09,LV,1946-03-17,79,65+
100667,Ilze,Kalejs,M,Liepaja,Retail,2019-03-12,LV,1942-10-11,83,65+
100668,Kristaps,Kalejs,F,Jurmala,SME,2019-09-30,LV,1962-02-28,63,55-64
100669,Dace,Kalnina,M,Liepaja,Retail,2024-06-29,LV,1957-08-04,68,65+
100670,Anna,Ezerina,M,Daugavpils,SME,2020-01-29,LV,1977-09-15,48,45-54
100671,Kristaps,Kalnina,M,Ventspils,Retail,2018-10-29,LV,1954-01-24,71,65+
100672,Dace,Ozolins,M,Daugavpils,Retail,2020-01-24,LV,2003-03-14,22,18-24
100673,Ilze,Berzins,M,Ogre,Retail,2019-12-01,LV,1967-11-05,58,55-64
100674,Laura,Jansons,F,Riga,Retail,2018-07-11,LV,1978-02-16,47,45-54
100675,Ilze,Lacis,F,Daugavpils,Retail,2023-04-27,LV,1996-05-11,29,25-34
100676,Anna,Jansons,F,Ogre,Retail,2020-05-24,LV,1956-10-23,69,65+
100677,Rihards,Lacis,F,Jelgava,Retail,2023-03-01,LV,1983-07-21,42,35-44
100678,Anna,Kalejs,F,Liepaja,SME,2020-12-07,LV,1964-02-28,61,55-64
100679,Ilze,Kalejs,F,Jelgava,Corporate,2024-07-14,LV,1956-06-28,69,65+
100680,Dace,Kalejs,M,Riga,Retail,2019-08-27,LV,1952-11-28,73,65+
100681,Liga,Vilsons,M,Ventspils,Retail,2019-11-24,LV,1964-09-13,61,55-64
100682,Janis,Eglitis,F,Ogre,Retail,2017-01-27,LV,1949-06-21,76,65+
100683,Aleksandrs,Lacis,F,Jurmala,Retail,2024-10-03,LV,2006-12-25,19,18-24
100684,Karlis,Ezerina,M,Daugavpils,SME,2024-03-29,LV,1957-08-28,68,65+
100685,Andris,Kalnina,M,Ventspils,Retail,2021-06-17,LV,1973-09-02,52,45-54
100686,Marta,Vilsons,M,Jurmala,Retail,2021-09-17,LV,1947-10-03,78,65+
100687,Karlis,Kreicbergs,F,Cesis,Corporate,2020-11-14,LV,1979-04-21,46,45-54
100688,Kristaps,Jansons,F,Daugavpils,Retail,2017-06-29,LV,1981-11-10,44,35-44
100689,Maija,Upenieks,F,Jelgava,Retail,2019-12-10,LV,1980-04-24,45,45-54
100690,Kristaps,Sproge,M,Liepaja,Retail,2015-09-19,LV,1945-02-14,80,65+
100691,Maija,Liepa,M,Ogre,Retail,2019-11-23,LV,1991-02-25,34,25-34
100692,Dace,Kalnina,F,Riga,Retail,2016-05-06,LV,1965-11-23,60,55-64
100693,Rihards,Abele,F,Riga,Retail,2020-11-22,LV,2003-02-15,22,18-24
100694,Maija,Krastins,M,Jelgava,Retail,2022-07-11,LV,1998-03-23,27,25-34
100695,Anna,Kreicbergs,M,Valmiera,Retail,2019-05-13,LV,1995-05-01,30,25-34
100696,Liga,Ezerina,M,Riga,Retail,2023-02-24,LV,1998-01-11,27,25-34
100697,Aleksandrs,Upenieks,M,Ogre,Retail,2018-08-22,LV,1972-01-10,53,45-54
100698,Aleksandrs,Kalnina,F,Jelgava,Retail,2018-06-09,LV,1992-06-12,33,25-34
100699,Anna,Sproge,M,Ventspils,Retail,2024-02-29,LV,1961-07-05,64,55-64
100700,Liga,Vilsons,M,Riga,Retail,2019-08-12,LV,1960-04-17,65,65+
100701,Laura,Ezerina,M,Jelgava,Retail,2024-07-24,LV,1943-07-19,82,65+
100702,Roberts,Berzins,F,Ogre,Retail,2019-08-15,LV,2001-11-26,24,18-24
100703,Laura,Liepa,F,Daugavpils,Retail,2017-05-02,LV,2001-03-06,24,18-24
100704,Rihards,Kalnina,M,Daugavpils,Retail,2016-11-09,LV,1963-03-03,62,55-64
100705,Karlis,Eglitis,M,Riga,Retail,2025-06-22,LV,1994-10-28,31,25-34
100706,Rihards,Kalejs,M,Liepaja,Retail,2024-12-25,LV,1948-07-20,77,65+
100707,Dace,Kalejs,F,Daugavpils,Retail,2019-01-26,LV,1942-11-08,83,65+
100708,Karlis,Liepa,F,Liepaja,Retail,2019-02-15,LV,1970-08-19,55,55-64
100709,Roberts,Sproge,F,Ventspils,Retail,2015-11-12,LV,1979-03-08,46,45-54
100710,Roberts,Lacis,M,Jelgava,Retail,2024-01-13,LV,1975-08-21,50,45-54
100711,Kristaps,Upenieks,F,Jurmala,Retail,2018-11-03,LV,1963-05-15,62,55-64
100712,Ilze,Vilsons,M,Ogre,Retail,2018-12-17,LV,1945-05-22,80,65+
100713,Kristaps,Kalejs,M,Jelgava,SME,2015-11-23,LV,2005-01-26,20,18-24
100714,Ilze,Kalnina,M,Ogre,Retail,2016-09-14,LV,1943-08-10,82,65+
100715,Rihards,Abele,F,Ventspils,Retail,2022-01-12,LV,1945-11-18,80,65+
100716,Marta,Jansons,M,Cesis,Retail,2020-08-14,LV,1990-03-03,35,35-44
100717,Rihards,Lacis,F,Riga,Retail,2023-01-14,LV,2001-08-12,24,18-24
100718,Maija,Jansons,F,Ogre,Retail,2016-09-16,LV,1996-10-10,29,25-34
100719,Liga,Kreicbergs,M,Ogre,Retail,2017-05-04,LV,2005-11-14,20,18-24
100720,Ilze,Upenieks,M,Liepaja,Retail,2015-02-02,LV,1947-12-09,78,65+
100721,Laura,Ozolins,F,Jelgava,Retail,2024-05-12,LV,1965-08-28,60,55-64
100722,Karlis,Lacis,M,Cesis,Retail,2017-09-08,LV,1990-05-07,35,35-44
100723,Anna,Berzins,F,Valmiera,Retail,2021-12-03,LV,1984-07-28,41,35-44
100724,Kristaps,Liepa,M,Riga,Retail,2023-02-03,LV,1983-08-04,42,35-44
100725,Liga,Kreicbergs,F,Jurmala,Retail,2023-02-14,LV,1944-04-13,81,65+
100726,Dace,Ozolins,F,Valmiera,SME,2018-05-24,LV,1965-10-12,60,55-64
100727,Liga,Vilsons,F,Jelgava,Retail,2019-11-20,LV,1958-10-10,67,65+
100728,Andris,Lacis,F,Riga,SME,2020-06-18,LV,1959-12-10,66,65+
100729,Maija,Eglitis,M,Ogre,Retail,2019-11-09,LV,1951-01-27,74,65+
100730,Andris,Eglitis,M,Jurmala,Retail,2016-01-03,LV,1986-11-13,39,35-44
100731,Marta,Berzins,F,Liepaja,Retail,2016-07-09,LV,1940-05-01,85,65+
100732,Ilze,Upenieks,F,Cesis,Retail,2024-10-07,LV,1953-10-28,72,65+
100733,Marta,Kalejs,M,Liepaja,Retail,2018-12-13,LV,2003-11-25,22,18-24
100734,Dace,Ezerina,M,Ventspils,Retail,2024-02-08,LV,1977-12-02,48,45-54
100735,Laura,Kalnina,M,Riga,Retail,2015-08-20,LV,1976-10-24,49,45-54
100736,Roberts,Kreicbergs,M,Liepaja,SME,2017-12-23,LV,1950-08-27,75,65+
100737,Andris,Krastins,M,Valmiera,Retail,2022-02-09,LV,1942-05-25,83,65+
100738,Aleksandrs,Lacis,M,Liepaja,Retail,2017-12-28,LV,1972-04-20,53,45-54
100739,Andris,Kreicbergs,F,Daugavpils,Retail,2015-08-14,LV,1945-06-08,80,65+
100740,Dace,Lacis,M,Ventspils,Retail,2021-10-02,LV,1989-11-07,36,35-44
100741,Elina,Liepa,M,Jelgava,Retail,2023-06-06,LV,1949-10-09,76,65+
100742,Dace,Lacis,F,Cesis,Retail,2018-03-03,LV,1944-11-25,81,65+
100743,Marta,Liepa,M,Ventspils,SME,2019-12-04,LV,1962-12-25,63,55-64
100744,Liga,Lacis,M,Daugavpils,Retail,2015-08-21,LV,1949-11-22,76,65+
100745,Anna,Eglitis,M,Riga,Retail,2015-02-27,LV,1983-03-21,42,35-44
100746,Kristaps,Eglitis,M,Valmiera,Retail,2020-01-29,LV,1941-02-21,84,65+
100747,Anna,Upenieks,M,Cesis,SME,2024-08-30,LV,1952-11-02,73,65+
100748,Marta,Sproge,F,Cesis,Retail,2025-04-03,LV,1979-05-26,46,45-54
100749,Kristaps,Abele,M,Ventspils,Retail,2016-10-28,LV,1941-08-02,84,65+
100750,Elina,Abele,F,Riga,Retail,2020-09-12,LV,2004-10-12,21,18-24
100751,Aleksandrs,Sproge,F,Ogre,Retail,2019-11-04,LV,2002-12-05,23,18-24
100752,Maija,Kalejs,M,Daugavpils,Retail,2022-09-24,LV,1956-02-10,69,65+
100753,Karlis,Abele,F,Ogre,Retail,2024-03-29,LV,1948-06-24,77,65+
100754,Marta,Upenieks,M,Valmiera,Retail,2023-12-03,LV,1954-07-06,71,65+
100755,Liga,Krastins,F,Riga,Retail,2023-05-28,LV,1963-04-05,62,55-64
100756,Ilze,Krastins,F,Riga,Retail,2017-04-13,LV,1977-09-12,48,45-54
100757,Marta,Kalnina,M,Daugavpils,Retail,2023-07-31,LV,1974-09-17,51,45-54
100758,Marta,Kalnina,M,Jurmala,Retail,2022-12-18,LV,1988-05-27,37,35-44
100759,Andris,Krastins,M,Ogre,Retail,2019-08-23,LV,2001-03-09,24,18-24
100760,Andris,Kreicbergs,M,Liepaja,Retail,2018-04-13,LV,1999-08-26,26,25-34
100761,Kristaps,Ezerina,M,Cesis,Retail,2016-11-30,LV,1989-05-24,36,35-44
100762,Rihards,Jansons,F,Jurmala,Retail,2020-08-16,LV,1948-06-26,77,65+
100763,Rihards,Sproge,F,Liepaja,Retail,2017-10-06,LV,1973-02-15,52,45-54
100764,Janis,Kalnina,F,Daugavpils,SME,2022-10-22,LV,1974-02-05,51,45-54
100765,Dace,Ezerina,F,Cesis,Retail,2019-05-18,LV,1940-04-28,85,65+
100766,Liga,Ezerina,F,Jelgava,Retail,2018-03-03,LV,1979-11-24,46,45-54
100767,Janis,Ozolins,F,Liepaja,Retail,2015-03-29,LV,2003-11-13,22,18-24
100768,Laura,Eglitis,F,Jurmala,Retail,2020-09-25,LV,1961-09-12,64,55-64
100769,Elina,Liepa,M,Liepaja,Retail,2020-01-08,LV,1999-02-26,26,25-34
100770,Rihards,Upenieks,M,Liepaja,Retail,2024-08-29,LV,2003-07-01,22,18-24
100771,Ilze,Krastins,F,Daugavpils,Retail,2018-04-15,LV,1950-05-18,75,65+
100772,Andris,Abele,F,Ogre,Retail,2017-12-26,LV,1953-02-15,72,65+
100773,Aleksandrs,Sproge,M,Jelgava,Retail,2025-05-24,LV,1999-06-22,26,25-34
100774,Roberts,Kreicbergs,M,Daugavpils,Retail,2021-11-24,LV,1969-12-22,56,55-64
100775,Elina,Krastins,M,Valmiera,Retail,2022-04-11,LV,1974-05-19,51,45-54
100776,Roberts,Berzins,M,Daugavpils,Retail,2023-10-07,LV,1976-07-27,49,45-54
100777,Liga,Liepa,F,Cesis,SME,2020-07-30,LV,1944-11-12,81,65+
100778,Liga,Ozolins,M,Jelgava,SME,2016-06-22,LV,1965-02-22,60,55-64
100779,Laura,Ezerina,F,Riga,Retail,2021-10-26,LV,2001-04-16,24,18-24
100780,Roberts,Abele,F,Valmiera,Retail,2016-08-15,LV,1943-01-20,82,65+
100781,Liga,Ozolins,F,Ventspils,Retail,2018-02-22,LV,1981-09-11,44,35-44
100782,Aleksandrs,Eglitis,M,Daugavpils,Retail,2017-05-23,LV,1957-10-08,68,65+
100783,Anna,Krastins,M,Liepaja,Retail,2023-02-14,LV,1979-11-03,46,45-54
100784,Janis,Lacis,F,Ogre,Retail,2020-07-03,LV,1978-11-27,47,45-54
100785,Marta,Eglitis,F,Riga,Retail,2019-03-22,LV,1953-08-23,72,65+
100786,Maija,Upenieks,F,Daugavpils,Retail,2015-02-12,LV,1971-05-21,54,45-54
100787,Roberts,Ezerina,M,Daugavpils,Retail,2019-06-09,LV,1990-07-04,35,35-44
100788,Ilze,Kalejs,F,Jurmala,Retail,2021-07-11,LV,1977-03-02,48,45-54
100789,Elina,Kreicbergs,M,Jurmala,Retail,2019-01-03,LV,1962-01-10,63,55-64
100790,Anna,Ezerina,F,Riga,Retail,2022-08-07,LV,2002-08-04,23,18-24
100791,Roberts,Liepa,F,Jurmala,Corporate,2019-07-18,LV,1954-02-08,71,65+
100792,Anna,Vilsons,F,Liepaja,Retail,2020-08-10,LV,1964-09-05,61,55-64
100793,Rihards,Vilsons,M,Valmiera,Retail,2020-02-20,LV,1956-07-15,69,65+
100794,Anna,Liepa,M,Ventspils,SME,2024-11-28,LV,2005-06-22,20,18-24
100795,Roberts,Berzins,F,Jelgava,Corporate,2024-09-29,LV,1992-12-23,33,25-34
100796,Kristaps,Upenieks,M,Ventspils,Retail,2015-03-13,LV,1990-09-14,35,35-44
100797,Dace,Kreicbergs,F,Ventspils,Retail,2019-06-14,LV,1978-10-24,47,45-54
100798,Ilze,Ozolins,M,Jelgava,Retail,2021-02-12,LV,1990-12-05,35,35-44
100799,Marta,Berzins,M,Jurmala,Retail,2019-01-08,LV,1945-07-21,80,65+
100800,Marta,Jansons,M,Riga,Retail,2016-01-22,LV,2006-02-27,19,18-24
100801,Ilze,Liepa,F,Jelgava,Retail,2017-01-04,LV,1946-08-20,79,65+
100802,Kristaps,Ozolins,M,Cesis,Retail,2022-12-01,LV,1990-07-09,35,35-44
100803,Andris,Vilsons,M,Valmiera,Retail,2020-03-21,LV,1981-01-23,44,35-44
100804,Liga,Kalnina,F,Ogre,Retail,2017-09-19,LV,2003-06-07,22,18-24
100805,Marta,Sproge,F,Jurmala,Retail,2021-11-24,LV,1954-08-15,71,65+
100806,Andris,Kalejs,F,Jelgava,Retail,2023-07-20,LV,1968-04-28,57,55-64
100807,Anna,Vilsons,F,Cesis,Retail,2020-04-16,LV,1972-06-04,53,45-54
100808,Aleksandrs,Kreicbergs,M,Ogre,Retail,2016-12-30,LV,1966-11-12,59,55-64
100809,Elina,Lacis,M,Valmiera,Retail,2020-01-08,LV,1975-09-21,50,45-54
100810,Rihards,Eglitis,M,Valmiera,Retail,2021-04-02,LV,1968-06-02,57,55-64
100811,Janis,Sproge,M,Jurmala,SME,2025-06-16,LV,1977-07-09,48,45-54
100812,Marta,Sproge,M,Jelgava,Retail,2018-10-04,LV,1996-04-04,29,25-34
100813,Ilze,Kalnina,F,Riga,Retail,2018-09-23,LV,1966-08-03,59,55-64
100814,Aleksandrs,Kalejs,M,Valmiera,Retail,2017-04-09,LV,1994-11-07,31,25-34
100815,Roberts,Krastins,M,Riga,Retail,2023-02-19,LV,1972-11-21,53,45-54
100816,Laura,Kalejs,M,Riga,Retail,2017-08-09,LV,2005-10-01,20,18-24
100817,Dace,Jansons,F,Jurmala,Retail,2022-09-28,LV,1949-01-26,76,65+
100818,Ilze,Jansons,F,Ogre,Retail,2025-04-21,LV,1944-06-08,81,65+
100819,Liga,Abele,M,Daugavpils,Retail,2021-05-10,LV,1977-03-26,48,45-54
100820,Laura,Vilsons,F,Ventspils,Retail,2022-01-27,LV,1952-10-07,73,65+
100821,Laura,Vilsons,F,Ventspils,Retail,2024-05-05,LV,1970-02-27,55,55-64
100822,Anna,Vilsons,F,Valmiera,Retail,2023-01-04,LV,1986-09-07,39,35-44
100823,Dace,Abele,F,Daugavpils,SME,2024-02-23,LV,1991-10-07,34,25-34
100824,Elina,Upenieks,F,Ogre,Retail,2018-09-19,LV,1995-04-11,30,25-34
100825,Elina,Berzins,F,Daugavpils,Retail,2019-03-18,LV,1954-03-26,71,65+
100826,Kristaps,Lacis,F,Jurmala,Retail,2025-02-19,LV,1968-10-01,57,55-64
100827,Andris,Lacis,M,Valmiera,Retail,2016-05-23,LV,1947-05-28,78,65+
100828,Maija,Kalejs,M,Riga,Retail,2023-12-10,LV,1944-03-05,81,65+
100829,Laura,Kalnina,F,Valmiera,Retail,2022-08-07,LV,1968-09-09,57,55-64
100830,Kristaps,Kreicbergs,M,Ventspils,Retail,2023-12-26,LV,1986-03-04,39,35-44
100831,Liga,Kalejs,M,Ogre,Retail,2021-02-26,LV,1984-11-28,41,35-44
100832,Andris,Jansons,F,Daugavpils,Retail,2016-04-30,LV,1941-01-05,84,65+
100833,Rihards,Sproge,M,Ogre,Retail,2024-08-06,LV,1966-01-12,59,55-64
100834,Laura,Ozolins,F,Jurmala,Retail,2016-11-28,LV,1975-04-19,50,45-54
100835,Aleksandrs,Ezerina,F,Valmiera,Retail,2016-01-19,LV,1975-06-01,50,45-54
100836,Dace,Eglitis,F,Jelgava,Retail,2024-04-25,LV,1965-03-09,60,55-64
100837,Maija,Abele,M,Valmiera,Retail,2023-08-07,LV,1982-01-05,43,35-44
100838,Roberts,Liepa,M,Riga,Retail,2018-06-10,LV,1966-12-14,59,55-64
100839,Anna,Ozolins,M,Valmiera,Retail,2024-09-28,LV,1959-09-04,66,65+
100840,Dace,Kreicbergs,M,Cesis,Retail,2024-02-17,LV,1950-12-03,75,65+
100841,Kristaps,Vilsons,F,Jurmala,Retail,2017-07-20,LV,1977-08-15,48,45-54
100842,Janis,Jansons,F,Liepaja,SME,2017-10-19,LV,1945-06-17,80,65+
100843,Karlis,Ezerina,M,Jurmala,Retail,2020-07-31,LV,1962-10-04,63,55-64
100844,Maija,Krastins,F,Daugavpils,Retail,2023-11-08,LV,1986-08-17,39,35-44
100845,Maija,Jansons,F,Liepaja,Retail,2022-07-08,LV,1985-04-20,40,35-44
100846,Liga,Jansons,M,Daugavpils,Retail,2016-12-23,LV,1951-01-24,74,65+
100847,Anna,Vilsons,F,Daugavpils,Retail,2018-06-30,LV,1952-11-17,73,65+
100848,Marta,Liepa,M,Riga,Retail,2024-12-02,LV,2001-05-15,24,18-24
100849,Elina,Abele,F,Riga,Retail,2023-04-26,LV,1999-11-01,26,25-34
100850,Elina,Ozolins,M,Ventspils,Retail,2016-07-19,LV,1982-01-16,43,35-44
100851,Rihards,Vilsons,F,Ventspils,Retail,2023-09-07,LV,1944-07-14,81,65+
100852,Janis,Kreicbergs,F,Jelgava,Retail,2022-07-31,LV,1976-11-04,49,45-54
100853,Aleksandrs,Abele,M,Liepaja,SME,2015-12-12,LV,1970-08-23,55,55-64
100854,Liga,Kreicbergs,M,Ogre,Retail,2022-09-18,LV,1948-08-03,77,65+
100855,Aleksandrs,Abele,M,Valmiera,Retail,2017-03-30,LV,1990-02-11,35,35-44
100856,Roberts,Liepa,M,Valmiera,Retail,2023-09-25,LV,1968-10-05,57,55-64
100857,Andris,Eglitis,F,Daugavpils,Retail,2022-01-25,LV,1979-02-05,46,45-54
100858,Dace,Kreicbergs,F,Ventspils,Retail,2022-10-09,LV,1980-05-20,45,45-54
100859,Rihards,Vilsons,M,Daugavpils,Retail,2024-08-05,LV,1950-11-19,75,65+
100860,Rihards,Abele,F,Cesis,Retail,2015-12-25,LV,1962-09-23,63,55-64
100861,Karlis,Lacis,M,Cesis,Retail,2024-07-04,LV,1940-06-13,85,65+
100862,Ilze,Jansons,M,Ogre,Retail,2022-11-13,LV,1985-10-17,40,35-44
100863,Marta,Upenieks,F,Riga,Retail,2020-03-29,LV,1960-05-15,65,65+
100864,Kristaps,Kalejs,F,Riga,Retail,2015-05-16,LV,1975-09-20,50,45-54
100865,Laura,Krastins,M,Ventspils,SME,2021-09-26,LV,1993-07-04,32,25-34
100866,Ilze,Jansons,M,Ventspils,Retail,2019-05-01,LV,1996-12-04,29,25-34
100867,Andris,Berzins,M,Cesis,Retail,2015-01-19,LV,1940-11-21,85,65+
100868,Ilze,Eglitis,F,Riga,Retail,2018-09-15,LV,2002-09-24,23,18-24
100869,Liga,Eglitis,F,Liepaja,SME,2024-11-02,LV,1993-04-14,32,25-34
100870,Laura,Jansons,F,Liepaja,Retail,2016-03-29,LV,1994-08-08,31,25-34
100871,Maija,Krastins,F,Ventspils,Retail,2015-10-09,LV,1979-07-11,46,45-54
100872,Janis,Lacis,M,Daugavpils,Retail,2022-03-17,LV,1954-08-13,71,65+
100873,Elina,Ozolins,M,Riga,Retail,2020-11-10,LV,1960-07-24,65,65+
100874,Roberts,Liepa,M,Liepaja,Retail,2016-02-01,LV,1986-02-11,39,35-44
100875,Aleksandrs,Kreicbergs,M,Riga,Retail,2024-03-16,LV,1992-07-11,33,25-34
100876,Karlis,Vilsons,M,Jurmala,Corporate,2016-01-10,LV,1948-11-09,77,65+
100877,Liga,Eglitis,M,Valmiera,Retail,2016-03-04,LV,1991-06-05,34,25-34
